mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	decrescendo_hairpin	crescendo_hairpin
26	26	100	100	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	545	-di-										2	
26	26	101	101	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	546	-ci-		ornamentTrill								2	
26	26	102	102	0.0	1/2	1/2	Dynamic	4/4	1	1	0						p										
26	26	102	102	0.0	1/2	1/2	Spanner	4/4	1	1	0																
26	26	102	102	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	547	-i.											
26	26	100	100	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	548												
26	26	101	101	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	549			ornamentTrill									
26	26	102	102	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	550												
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	551												
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	552												
26	26	103	103	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	553												
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	554												
26	26	100	100	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	555												
26	26	100	100	0.0	0	0	Spanner	4/4	4	1	0															3	
26	26	100	100	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	556											3	
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	557											3	
26	26	101	101	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	558											3	
26	26	203/2	203/2	0.0	3/8	3/8	Spanner	4/4	4	1	0																
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	559												
26	26	102	102	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	560												
26	26	205/2	205/2	0.0	5/8	5/8	Dynamic	4/4	4	1	0						f										
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	561												
26	26	103	103	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	562												
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	563												
27	27	104	104	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	564												
27	27	209/2	209/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	565												
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	566												
27	27	105	105	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	567												
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	568												
27	27	106	106	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	569												
27	27	213/2	213/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	570												
27	27	427/4	427/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	571												
27	27	107	107	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	572												
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	573												
27	27	104	104	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	574												
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	575												
27	27	105	105	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	576												
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	577												
27	27	106	106	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	578												
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	579												
27	27	107	107	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	580												
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	581												
28	28	108	108	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	582												
28	28	217/2	217/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	583												
28	28	435/4	435/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	584												
28	28	109	109	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	585												
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	586												
28	28	110	110	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	587												
28	28	221/2	221/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	588												
28	28	443/4	443/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	589												
28	28	111	111	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	590												
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	591												
28	28	108	108	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	592												
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	593												
28	28	109	109	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	594												
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	595												
28	28	110	110	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	596												
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	597												
28	28	111	111	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	598												
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	599												
29	29	112	112	0.0	0	0	Dynamic	4/4	1	1	0						mp										
29	29	112	112	0.0	0	0	Dynamic	4/4	2	1	0						mp										
29	29	112	112	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	600												
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	601												
29	29	113	113	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	602								57				
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	603												
29	29	114	114	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	604												
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	605												
29	29	115	115	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	606												
29	29	112	112	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	607												
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	608												
29	29	113	113	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	609												
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	610												
29	29	114	114	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	611												
29	29	113	113	1.0	1/4	1/4	Chord	4/4	4	2	1/4		1/4	1	612												
30	30	116	116	0.0	0	0	StaffText	4/4	2	1	0								Alto solo								
30	30	116	116	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	613	Fac											
30	30	233/2	233/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	614	me											
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	615												
30	30	118	118	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	616	cru-											
30	30	237/2	237/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	617	-ce											
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	618												
30	30	116	116	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	619												
30	30	233/2	233/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	620								58				
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	621												
30	30	118	118	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	622												
30	30	237/2	237/2	1.0	5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	623								59				
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	624												
30	30	118	118	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	625												
30	30	237/2	237/2	1.0	5/8	5/8	Chord	4/4	3	2	1/4		1/4	1	626								60				
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	627												
30	30	116	116	0.0	0	0	Dynamic	4/4	4	1	0						p										
30	30	116	116	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	628												
30	30	117	117	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	629												
30	30	118	118	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	630												
30	30	119	119	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	631												
31	31	120	120	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	632	cu-		ornamentTrill									
31	31	121	121	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	633	-sto-		ornamentTrill									
31	31	122	122	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	634	-di-											
31	31	489/4	489/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	635												
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	636	-ri											
31	31	120	120	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	637			ornamentTrill									
31	31	121	121	0.0	1/4	1/4	Spanner	4/4	3	1	0																3
31	31	121	121	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	638			ornamentTrill									3
31	31	122	122	0.0	1/2	1/2	Spanner	4/4	3	1	0																
31	31	122	122	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	639												
31	31	489/4	489/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	640												
31	31	245/2	245/2	0.0	5/8	5/8	Dynamic	4/4	3	1	0						f										
31	31	245/2	245/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	641												
31	31	491/4	491/4	0.0	11/16	11/16	Spanner	4/4	3	1	0															4	
31	31	491/4	491/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	642											4	
31	31	123	123	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	643											4	
31	31	493/4	493/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	644											4	
31	31	247/2	247/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	645											4	
31	31	495/4	495/4	0.0	15/16	15/16	Spanner	4/4	3	1	0																
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	646												
31	31	120	120	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	647												
31	31	121	121	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	648												
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	649												
31	31	241/2	241/2	1.0	1/8	1/8	Chord	4/4	4	1	1/4		1/4	1	650								61				
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	651												
31	31	122	122	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	652												
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	653												
31	31	123	123	0.25	3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	654												
31	31	493/4	493/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	655												
31	31	247/2	247/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	656												
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	657												
31	31	120	120	0.5	0	0	Chord	4/4	4	2	1/8		1/8	1	658												
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8		1/8	1	659								62				
31	31	121	121	0.5	1/4	1/4	Chord	4/4	4	2	1/8		1/8	1	660								62				
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8		1/8	1	661												
32	32	124	124	0.0	0	0	StaffText	4/4	1	1	0								Sopr. I								
32	32	124	124	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	662	Mor-											
32	32	249/2	249/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	663	-te							63				
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	664												
32	32	126	126	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	665	Chri-											
32	32	253/2	253/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	666	-sti							64				
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	667												
32	32	124	124	0.0	0	0	Dynamic	4/4	3	1	0						p										
32	32	124	124	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	668												
32	32	249/2	249/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	669								65				
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	670												
32	32	126	126	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	671												
32	32	253/2	253/2	1.0	5/8	5/8	Chord	4/4	3	1	1/4		1/4	1	672												
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	673												
32	32	126	126	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	674												
32	32	253/2	253/2	1.0	5/8	5/8	Chord	4/4	3	2	1/4		1/4	1	675								66				
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	676												
32	32	124	124	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	677												
32	32	125	125	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	678												
32	32	126	126	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	679												
32	32	127	127	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	680												
32	32	124	124	1.0	0	0	Chord	4/4	4	2	1/4		1/4	1	681												
33	33	128	128	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	682	prae-		ornamentTrill									
33	33	129	129	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	683	-mu-		ornamentTrill									
33	33	130	130	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	684	-ni-											
33	33	521/4	521/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	685												
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	686	-ri											
33	33	128	128	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	687			ornamentTrill					67				
33	33	129	129	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	688			ornamentTrill									
33	33	130	130	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	689												
33	33	521/4	521/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	690												
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	691												
33	33	128	128	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	692								68				
33	33	129	129	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	693								68				
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	694												
33	33	130	130	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	695												
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	696												
33	33	131	131	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	697												
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	698												
33	33	257/2	257/2	1.0	1/8	1/8	Chord	4/4	4	1	1/4		1/4	1	699								69				
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	700												
33	33	130	130	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	701												
33	33	261/2	261/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	702												
33	33	523/4	523/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	703												
33	33	131	131	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	704												
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	705												
33	33	128	128	0.5	0	0	Chord	4/4	4	2	1/8		1/8	1	706												
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8		1/8	1	707												
33	33	129	129	0.5	1/4	1/4	Chord	4/4	4	2	1/8		1/8	1	708												
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8		1/8	1	709												
33	33	130	130	0.5	1/2	1/2	Chord	4/4	4	2	1/8		1/8	1	710								70				
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8		1/8	1	711								70				
33	33	131	131	0.5	3/4	3/4	Chord	4/4	4	2	1/8		1/8	1	712												
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8		1/8	1	713												
34	34	132	132	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	714	con-											
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	715	-fo-											
34	34	133	133	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	716	-ve-											
34	34	134	134	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	717	-ri,											
34	34	132	132	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	718	con-											
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	719	-fo-											
34	34	133	133	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	720	-ve-											
34	34	134	134	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	721	-ri,											
34	34	132	132	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	722												
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	723												
34	34	133	133	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	724			ornamentTrill									
34	34	134	134	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	725												
34	34	269/2	269/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	726												
34	34	539/4	539/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	727												
34	34	135	135	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	728												
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	729												
34	34	132	132	0.0	0	0	Spanner	4/4	4	1	0																4
34	34	132	132	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	730												4
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	731												4
34	34	133	133	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	732												4
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	733												4
34	34	134	134	0.0	1/2	1/2	Spanner	4/4	4	1	0																
34	34	134	134	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	734												
34	34	269/2	269/2	0.0	5/8	5/8	Spanner	4/4	4	1	0															5	
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	735											5	
34	34	135	135	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	736											5	
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	737											5	
35	35	136	136	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	738	con-											
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	739	-fo-											
35	35	137	137	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	740	-ve-											
35	35	138	138	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	741	-ri,											
35	35	136	136	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	742	con-											
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	743	-fo-											
35	35	137	137	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	744	-ve-											
35	35	138	138	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	745	-ri,											
35	35	136	136	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	746												
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	747												
35	35	137	137	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	748			ornamentTrill									
35	35	138	138	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	749												
35	35	277/2	277/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	750												
35	35	555/4	555/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	751												
35	35	139	139	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	752												
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	753												
35	35	136	136	0.0	0	0	Spanner	4/4	4	1	0																
35	35	136	136	0.0	0	0	Spanner	4/4	4	1	0																5
35	35	136	136	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	754												5
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	755												5
35	35	137	137	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	756												5
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	757												5
35	35	138	138	0.0	1/2	1/2	Spanner	4/4	4	1	0																
35	35	138	138	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	758												
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	759												
35	35	139	139	0.0	3/4	3/4	Spanner	4/4	4	1	0															6	
35	35	139	139	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	760											6	
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	761											6	
36	36	140	140	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	762	con-											
36	36	141	141	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	763	-fo-											
36	36	142	142	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	764	-ve-											
36	36	143	143	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	765								71				
36	36	573/4	573/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	766								71				
36	36	287/2	287/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	767								71				
36	36	575/4	575/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	768												
36	36	140	140	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	769												
36	36	142	142	2.0	1/2	1/2	Chord	4/4	3	2	1/2		1/2	1	770												
36	36	140	140	0.0	0	0	Spanner	4/4	4	1	0																
36	36	140	140	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	771												
36	36	142	142	0.0	1/2	1/2	Spanner	4/4	4	1	0																6
36	36	142	142	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	772								72				6
36	36	285/2	285/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	773								72				6
36	36	143	143	0.0	3/4	3/4	Dynamic	4/4	4	1	0						mf										
36	36	143	143	0.0	3/4	3/4	Spanner	4/4	4	1	0																
36	36	143	143	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	774												
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	775												
37	37	144	144	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	776	Fac											
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	777	me											
37	37	145	145	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	778	cru-		ornamentTrill									
37	37	146	146	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	779	-ce											
37	37	144	144	4.0	0	0	Chord	4/4	2	1	1		1	1	780												
37	37	144	144	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	781												
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	782												
37	37	145	145	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	783			articAccentAbove									
37	37	146	146	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	784												
37	37	147	147	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	785								73				
37	37	589/4	589/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	786								73				
37	37	295/2	295/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	787								73				
37	37	591/4	591/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	788												
37	37	144	144	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	789												
37	37	146	146	2.0	1/2	1/2	Chord	4/4	3	2	1/2		1/2	1	790												
37	37	144	144	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	791												
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	792												
37	37	145	145	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	793												
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	794												
37	37	146	146	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	795												
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	796												
37	37	147	147	0.0	3/4	3/4	Dynamic	4/4	4	1	0						p										
37	37	147	147	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	797												
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	798												
38	38	148	148	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	799	cu-											
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	800	-sto-											
38	38	149	149	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	801	-di-		ornamentTrill									
38	38	150	150	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	802	-ri											
38	38	148	148	4.0	0	0	Chord	4/4	2	1	1		1	1	803												
38	38	148	148	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	804												
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	805												
38	38	149	149	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	806			articAccentAbove									
38	38	150	150	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	807												
38	38	151	151	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	808								74				
38	38	605/4	605/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	809								74				
38	38	303/2	303/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	810								74				
38	38	607/4	607/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	811												
38	38	148	148	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	812												
