mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	decrescendo_hairpin	crescendo_hairpin
41	41	324	324	0.0	1	1	Spanner	4/2	1	1	0												4		
41	41	324	324	4.0	1	1	Chord	4/2	1	1	1	1	1	857	com-		ornamentTrill						4		
41	41	320	320	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	858	-pla-						69				
41	41	321	321	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	859											
41	41	323	323	0.0	3/4	3/4	Spanner	4/2	2	1	0												5		
41	41	323	323	2.0	3/4	3/4	Chord	4/2	2	1	1/2	1/2	1	860									5		
41	41	325	325	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	861									5		
41	41	327	327	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	862									5		
41	41	320	320	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	863							70				
41	41	321	321	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	864											
41	41	323	323	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	865											
41	41	324	324	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	866							71				
41	41	325	325	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	867											
41	41	327	327	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	868											
41	41	320	320	4.0	0	0	Chord	4/2	3	2	1	1	1	869											
41	41	324	324	4.0	1	1	Chord	4/2	3	2	1	1	1	870											
41	41	320	320	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	871							72				
41	41	321	321	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	872											
41	41	323	323	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	873											
41	41	324	324	0.0	1	1	Spanner	4/2	4	1	0												6		
41	41	324	324	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	874							73		6		
41	41	325	325	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	875									6		
41	41	327	327	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	876									6		
42	42	328	328	4.0	0	0	Chord	4/2	1	1	1	1	1	877	-pla-		ornamentTrill						4		
42	42	332	332	0.0	1	1	Dynamic	4/2	1	1	0					mf									
42	42	332	332	0.0	1	1	Spanner	4/2	1	1	0														
42	42	332	332	4.0	1	1	Chord	4/2	1	1	1	1	1	878											
42	42	328	328	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	879									5		
42	42	329	329	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	880									5		
42	42	331	331	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	881	-ce-								5		
42	42	332	332	0.0	1	1	Dynamic	4/2	2	1	0					mf									
42	42	332	332	0.0	1	1	Spanner	4/2	2	1	0														
42	42	332	332	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	882	-am,										
42	42	328	328	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	883							74				
42	42	329	329	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	884											
42	42	331	331	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	885											
42	42	332	332	4.0	1	1	Chord	4/2	3	1	1	1	1	886											
42	42	328	328	4.0	0	0	Chord	4/2	3	2	1	1	1	887											
42	42	332	332	4.0	1	1	Chord	4/2	3	2	1	1	1	888											
42	42	328	328	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	889							75		6		
42	42	329	329	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	890									6		
42	42	331	331	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	891									6		
42	42	332	332	0.0	1	1	Dynamic	4/2	4	1	0					mf									
42	42	332	332	0.0	1	1	Spanner	4/2	4	1	0														
42	42	332	332	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	892											
42	42	333	333	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	893											
42	42	334	334	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	894											
42	42	335	335	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	895											
43	43	336	336	4.0	0	0	Chord	4/2	1	1	1	1	1	896											
43	43	340	340	4.0	1	1	Chord	4/2	1	1	1	1	1	897											
43	43	336	336	0.0	0	0	Dynamic	4/2	2	1	0					mf									
43	43	336	336	4.0	0	0	Chord	4/2	2	1	1	1	1	898	com-										
43	43	340	340	4.0	1	1	Chord	4/2	2	1	1	1	1	899											
43	43	336	336	4.0	0	0	Chord	4/2	3	1	1	1	1	900											
43	43	340	340	4.0	1	1	Chord	4/2	3	1	1	1	1	901											
43	43	336	336	4.0	0	0	Chord	4/2	3	2	1	1	1	902											
43	43	340	340	4.0	1	1	Chord	4/2	3	2	1	1	1	903											
43	43	336	336	0.0	0	0	Spanner	4/2	4	1	0											0			
43	43	336	336	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	904								0			
43	43	337	337	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	905								0			
43	43	338	338	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	906								0			
43	43	339	339	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	907								0			
43	43	340	340	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	908								0			
43	43	341	341	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	909								0			
43	43	342	342	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	910								0			
43	43	343	343	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	911								0			
44	44	344	344	4.0	0	0	Chord	4/2	1	1	1	1	1	912											
44	44	348	348	4.0	1	1	Chord	4/2	1	1	1	1	1	913											
44	44	344	344	0.0	0	0	Spanner	4/2	2	1	0													17	
44	44	344	344	3.0	0	0	Chord	4/2	2	1	3/4	1/2	3/2	914	-pla-									17	
44	44	347	347	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	915	-ce-									17	
44	44	348	348	0.0	1	1	Dynamic	4/2	2	1	0					p									
44	44	348	348	0.0	1	1	Spanner	4/2	2	1	0														
44	44	348	348	4.0	1	1	Chord	4/2	2	1	1	1	1	916	-am.										
44	44	344	344	4.0	0	0	Chord	4/2	3	1	1	1	1	917											
44	44	348	348	4.0	1	1	Chord	4/2	3	1	1	1	1	918											
44	44	344	344	4.0	0	0	Chord	4/2	3	2	1	1	1	919											
44	44	348	348	4.0	1	1	Chord	4/2	3	2	1	1	1	920											
44	44	344	344	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	921								0			
44	44	345	345	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	922								0			
44	44	346	346	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	923								0			
44	44	347	347	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	924								0			
44	44	348	348	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	925								0			
44	44	349	349	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	926								0			
44	44	350	350	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	927								0			
44	44	351	351	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	928								0			
45	45	352	352	0.0	0	0	Spanner	4/2	1	1	0													18	
45	45	352	352	3.0	0	0	Chord	4/2	1	1	3/4	1/2	3/2	929										18	
45	45	355	355	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	930	-ce-									18	
45	45	356	356	0.0	1	1	Dynamic	4/2	1	1	0					p									
45	45	356	356	0.0	1	1	Spanner	4/2	1	1	0														
45	45	356	356	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	931	-am.										
45	45	356	356	0.0	1	1	Dynamic	4/2	2	1	0					f									
45	45	356	356	4.0	1	1	Chord	4/2	2	1	1	1	1	932	Fac,										
45	45	352	352	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	933											
45	45	353	353	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	934											
45	45	354	354	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	935											
45	45	355	355	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	936											
45	45	356	356	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	937											
45	45	357	357	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	938											
45	45	358	358	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	939											
45	45	359	359	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	940											
45	45	352	352	4.0	0	0	Chord	4/2	3	2	1	1	1	941											
45	45	356	356	4.0	1	1	Chord	4/2	3	2	1	1	1	942			articAccentAbove								
45	45	352	352	0.0	0	0	Spanner	4/2	4	1	0											0		19	
45	45	352	352	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	943								0		19	
45	45	353	353	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	944								0		19	
45	45	354	354	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	945								0		19	
45	45	355	355	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	946								0		19	
45	45	356	356	0.0	1	1	Dynamic	4/2	4	1	0					p									
45	45	356	356	0.0	1	1	Spanner	4/2	4	1	0														
45	45	356	356	0.0	1	1	Spanner	4/2	4	1	0														
45	45	356	356	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	947											
46	46	364	364	0.0	1	1	Dynamic	4/2	1	1	0					f									
46	46	364	364	4.0	1	1	Chord	4/2	1	1	1	1	1	948	Fac,										
46	46	360	360	4.0	0	0	Chord	4/2	2	1	1	1	1	949	ut										
46	46	364	364	3.0	1	1	Chord	4/2	2	1	3/4	1/2	3/2	950	ar-										
46	46	367	367	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	951	-de-										
46	46	360	360	4.0	0	0	Chord	4/2	3	1	1	1	1	952			articAccentAbove								
46	46	364	364	4.0	1	1	Chord	4/2	3	1	1	1	1	953			articAccentAbove								
46	46	360	360	1.0	0	0	Chord	4/2	3	2	1/4	1/4	1	954											
46	46	361	361	1.0	1/4	1/4	Chord	4/2	3	2	1/4	1/4	1	955											
46	46	362	362	1.0	1/2	1/2	Chord	4/2	3	2	1/4	1/4	1	956											
46	46	363	363	1.0	3/4	3/4	Chord	4/2	3	2	1/4	1/4	1	957											
46	46	364	364	1.0	1	1	Chord	4/2	3	2	1/4	1/4	1	958											
46	46	365	365	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	959											
46	46	366	366	1.0	3/2	3/2	Chord	4/2	3	2	1/4	1/4	1	960											
46	46	367	367	1.0	7/4	7/4	Chord	4/2	3	2	1/4	1/4	1	961											
47	47	368	368	4.0	0	0	Chord	4/2	1	1	1	1	1	962	ut										
47	47	372	372	3.0	1	1	Chord	4/2	1	1	3/4	1/2	3/2	963	ar-										
47	47	375	375	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	964	-de-										
47	47	368	368	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	965	-at						76				
47	47	369	369	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	966											
47	47	370	370	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	967	cor						77				
47	47	371	371	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	968											
47	47	372	372	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	969	me-										
47	47	374	374	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	970	-um,										
47	47	368	368	4.0	0	0	Chord	4/2	3	1	1	1	1	971			articAccentAbove								
47	47	372	372	4.0	1	1	Chord	4/2	3	1	1	1	1	972											
47	47	368	368	1.0	0	0	Chord	4/2	3	2	1/4	1/4	1	973											
47	47	369	369	1.0	1/4	1/4	Chord	4/2	3	2	1/4	1/4	1	974											
47	47	370	370	1.0	1/2	1/2	Chord	4/2	3	2	1/4	1/4	1	975											
47	47	371	371	1.0	3/4	3/4	Chord	4/2	3	2	1/4	1/4	1	976											
47	47	372	372	1.0	1	1	Chord	4/2	3	2	1/4	1/4	1	977											
47	47	373	373	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	978											
47	47	374	374	1.0	3/2	3/2	Chord	4/2	3	2	1/4	1/4	1	979											
47	47	375	375	1.0	7/4	7/4	Chord	4/2	3	2	1/4	1/4	1	980											
47	47	372	372	0.0	1	1	Dynamic	4/2	4	1	0					f									
47	47	372	372	4.0	1	1	Chord	4/2	4	1	1	1	1	981											
48	48	376	376	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	982	-at						78				
48	48	377	377	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	983											
48	48	378	378	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	984	cor						79				
48	48	379	379	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	985											
48	48	380	380	2.0	1	1	Chord	4/2	1	1	1/2	1/2	1	986	me-										
48	48	382	382	2.0	3/2	3/2	Chord	4/2	1	1	1/2	1/2	1	987											
48	48	382	382	0.0	3/2	3/2	Dynamic	4/2	2	1	0					mf									
48	48	382	382	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	988	ut										
48	48	376	376	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	989											
48	48	377	377	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	990											
48	48	378	378	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	991											
48	48	379	379	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	992											
48	48	380	380	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	993											
48	48	381	381	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	994											
48	48	382	382	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	995											
48	48	376	376	4.0	0	0	Chord	4/2	3	2	1	1	1	996											
48	48	380	380	2.0	1	1	Chord	4/2	3	2	1/2	1/2	1	997											
48	48	382	382	2.0	3/2	3/2	Chord	4/2	3	2	1/2	1/2	1	998											
48	48	376	376	4.0	0	0	Chord	4/2	4	1	1	1	1	999											
48	48	380	380	3.0	1	1	Chord	4/2	4	1	3/4	1/2	3/2	1000											
48	48	383	383	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1001											
49	49	384	384	0.0	0	0	Spanner	4/2	1	1	0													20	
49	49	384	384	2.0	0	0	Chord	4/2	1	1	1/2	1/2	1	1002										20	
49	49	386	386	2.0	1/2	1/2	Chord	4/2	1	1	1/2	1/2	1	1003										20	
49	49	388	388	0.0	1	1	Dynamic	4/2	1	1	0					mf									
49	49	388	388	0.0	1	1	Spanner	4/2	1	1	0														
49	49	388	388	4.0	1	1	Chord	4/2	1	1	1	1	1	1004	-um;										
49	49	384	384	4.0	0	0	Chord	4/2	2	1	1	1	1	1005	si-										
49	49	388	388	3.0	1	1	Chord	4/2	2	1	3/4	1/2	3/2	1006	-bi										
49	49	391	391	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	1007	com-										
49	49	384	384	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	1008											
49	49	386	386	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	1009											
49	49	388	388	0.0	1	1	Spanner	4/2	3	1	0											1			
49	49	388	388	4.0	1	1	Chord	4/2	3	1	1	1	1	1010								1			
49	49	384	384	4.0	0	0	Chord	4/2	3	2	1	1	1	1011								1			
49	49	388	388	3.0	1	1	Chord	4/2	3	2	3/4	1/2	3/2	1012								1			
49	49	391	391	1.0	7/4	7/4	Chord	4/2	3	2	1/4	1/4	1	1013								1			
49	49	384	384	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	1014											
49	49	385	385	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	1015											
49	49	386	386	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	1016											
49	49	387	387	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1017											
49	49	388	388	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1018											
49	49	389	389	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1019											
49	49	391	391	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1020											
49	49	390	390	2.0	3/2	3/2	Chord	4/2	4	2	1/2	1/2	1	1021											
50	50	397	397	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	1022	ut										
50	50	398	398	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	1023	si-										
50	50	399	399	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	1024	-bi										
50	50	392	392	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	1025	-pla-						80				
50	50	393	393	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	1026											
50	50	394	394	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	1027	-ce-						81				
50	50	395	395	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	1028											
50	50	396	396	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	1029	-am,										
50	50	399	399	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	1030	com-										
50	50	392	392	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	1031								1			
50	50	393	393	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	1032								1			
50	50	394	394	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	1033								1			
50	50	395	395	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	1034								1			
50	50	396	396	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	1035								1			
50	50	397	397	0.0	5/4	5/4	Dynamic	4/2	3	1	0					mf									
50	50	397	397	0.0	5/4	5/4	Spanner	4/2	3	1	0														
50	50	397	397	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	1036											
50	50	398	398	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	1037							82				
50	50	399	399	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	1038											
50	50	392	392	4.0	0	0	Chord	4/2	3	2	1	1	1	1039											
50	50	396	396	2.0	1	1	Chord	4/2	3	2	1/2	1/2	1	1040											
50	50	392	392	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	1041											
50	50	394	394	2.0	1/2	1/2	Chord	4/2	4	1	1/2	1/2	1	1042											
50	50	396	396	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	1043											
50	50	399	399	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1044											
50	50	392	392	2.0	0	0	Chord	4/2	4	2	1/2	1/2	1	1045											
50	50	394	394	2.0	1/2	1/2	Chord	4/2	4	2	1/2	1/2	1	1046											
50	50	396	396	2.0	1	1	Chord	4/2	4	2	1/2	1/2	1	1047											
50	50	399	399	1.0	7/4	7/4	Chord	4/2	4	2	1/4	1/4	1	1048											
51	51	401	401	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	1049	com-										
51	51	402	402	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	1050	-pla-						83				
51	51	403	403	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	1051											
51	51	405	405	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	1052											
51	51	406	406	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	1053							84				
51	51	407	407	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	1054											
51	51	400	400	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	1055	-pla-						85				
51	51	401	401	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	1056											
51	51	403	403	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	1057											
51	51	404	404	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	1058							86				
51	51	405	405	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	1059											
51	51	407	407	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	1060											
51	51	401	401	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	1061											
51	51	402	402	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	1062							87				
51	51	403	403	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	1063											
51	51	405	405	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	1064											
51	51	406	406	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	1065							88				
51	51	407	407	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	1066											
51	51	400	400	1.0	0	0	Chord	4/2	3	2	1/4	1/4	1	1067							89				
51	51	401	401	1.0	1/4	1/4	Chord	4/2	3	2	1/4	1/4	1	1068											
51	51	403	403	1.0	3/4	3/4	Chord	4/2	3	2	1/4	1/4	1	1069											
51	51	404	404	1.0	1	1	Chord	4/2	3	2	1/4	1/4	1	1070							90				
51	51	405	405	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	1071											
51	51	407	407	1.0	7/4	7/4	Chord	4/2	3	2	1/4	1/4	1	1072											
51	51	400	400	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	1073							91				
51	51	401	401	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	1074											
51	51	403	403	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1075											
51	51	404	404	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1076							92				
51	51	405	405	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1077											
51	51	407	407	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1078											
51	51	400	400	1.0	0	0	Chord	4/2	4	2	1/4	1/4	1	1079							93				
51	51	401	401	1.0	1/4	1/4	Chord	4/2	4	2	1/4	1/4	1	1080											
51	51	403	403	1.0	3/4	3/4	Chord	4/2	4	2	1/4	1/4	1	1081											
51	51	404	404	1.0	1	1	Chord	4/2	4	2	1/4	1/4	1	1082							94				
51	51	405	405	1.0	5/4	5/4	Chord	4/2	4	2	1/4	1/4	1	1083											
51	51	407	407	1.0	7/4	7/4	Chord	4/2	4	2	1/4	1/4	1	1084											
52	52	409	409	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	1085											
52	52	410	410	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	1086							95				
52	52	411	411	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	1087											
52	52	413	413	1.0	5/4	5/4	Chord	4/2	1	1	1/4	1/4	1	1088											
52	52	414	414	1.0	3/2	3/2	Chord	4/2	1	1	1/4	1/4	1	1089							96				
52	52	415	415	1.0	7/4	7/4	Chord	4/2	1	1	1/4	1/4	1	1090											
52	52	408	408	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	1091							97				
52	52	409	409	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	1092											
52	52	411	411	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	1093											
52	52	412	412	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	1094							98				
52	52	413	413	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	1095											
52	52	415	415	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	1096											
52	52	409	409	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	1097											
52	52	410	410	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	1098							99				
52	52	411	411	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	1099											
52	52	413	413	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	1100											
52	52	414	414	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	1101							100				
52	52	415	415	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	1102											
52	52	408	408	1.0	0	0	Chord	4/2	3	2	1/4	1/4	1	1103							101				
52	52	409	409	1.0	1/4	1/4	Chord	4/2	3	2	1/4	1/4	1	1104											
52	52	411	411	1.0	3/4	3/4	Chord	4/2	3	2	1/4	1/4	1	1105											
52	52	412	412	1.0	1	1	Chord	4/2	3	2	1/4	1/4	1	1106							102				
52	52	413	413	1.0	5/4	5/4	Chord	4/2	3	2	1/4	1/4	1	1107											
52	52	415	415	1.0	7/4	7/4	Chord	4/2	3	2	1/4	1/4	1	1108											
52	52	408	408	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	1109							103				
52	52	409	409	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	1110											
52	52	411	411	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1111											
52	52	412	412	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1112							104				
52	52	413	413	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1113											
52	52	415	415	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1114											
52	52	408	408	1.0	0	0	Chord	4/2	4	2	1/4	1/4	1	1115							105				
52	52	409	409	1.0	1/4	1/4	Chord	4/2	4	2	1/4	1/4	1	1116											
52	52	411	411	1.0	3/4	3/4	Chord	4/2	4	2	1/4	1/4	1	1117											
52	52	412	412	1.0	1	1	Chord	4/2	4	2	1/4	1/4	1	1118							106				
52	52	413	413	1.0	5/4	5/4	Chord	4/2	4	2	1/4	1/4	1	1119											
53	53	416	416	1.0	0	0	Chord	4/2	1	1	1/4	1/4	1	1120											
53	53	417	417	0.0	1/4	1/4	Dynamic	4/2	1	1	0					f									
53	53	417	417	1.0	1/4	1/4	Chord	4/2	1	1	1/4	1/4	1	1121			articStaccatissimoAbove								
53	53	418	418	1.0	1/2	1/2	Chord	4/2	1	1	1/4	1/4	1	1122			articStaccatoAbove								
53	53	419	419	1.0	3/4	3/4	Chord	4/2	1	1	1/4	1/4	1	1123			articStaccatoAbove								
53	53	420	420	4.0	1	1	Chord	4/2	1	1	1	1	1	1124			ornamentTrill								
53	53	416	416	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	1125											
53	53	417	417	0.0	1/4	1/4	Dynamic	4/2	2	1	0					f									
53	53	417	417	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	1126			articStaccatoBelow								
53	53	418	418	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	1127			articStaccatoBelow								
53	53	419	419	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	1128			articStaccatoBelow								
53	53	420	420	4.0	1	1	Chord	4/2	2	1	1	1	1	1129			ornamentTrill								
53	53	416	416	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	1130											
53	53	417	417	0.0	1/4	1/4	Dynamic	4/2	3	1	0					f									
53	53	417	417	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	1131			articStaccatoAbove								
53	53	418	418	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	1132			articStaccatoAbove								
53	53	419	419	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	1133			articStaccatoAbove								
53	53	420	420	4.0	1	1	Chord	4/2	3	1	1	1	1	1134											
53	53	417	417	3.0	1/4	1/4	Chord	4/2	3	2	3/4	1/2	3/2	1135											
53	53	420	420	4.0	1	1	Chord	4/2	3	2	1	1	1	1136											
53	53	416	416	4.0	0	0	Chord	4/2	4	1	1	1	1	1137											
