mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin	diminuendo_line
89	89	265/2	265/2	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	782													6	
89	89	133	133	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	783													6	
90	90	267/2	267/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	784			articStaccatoAbove											
90	90	535/4	535/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	785			articStaccatoAbove											
90	90	134	134	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	786			articStaccatoAbove											
90	90	537/4	537/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	787			articStaccatoAbove											
90	90	269/2	269/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	788			articStaccatoAbove											
90	90	267/2	267/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	789														
90	90	134	134	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	790														
90	90	269/2	269/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	791														
90	90	267/2	267/2	0.0	0	0	Dynamic	3/8	3	1	0						f												
90	90	267/2	267/2	0.0	0	0	Spanner	3/8	3	1	0																		
90	90	267/2	267/2	0.5	0	0	Chord	3/8	3	1	1/8		1/8	1	792														
90	90	134	134	0.5	1/8	1/8	Chord	3/8	3	1	1/8		1/8	1	793														
90	90	269/2	269/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8		1/8	1	794														
91	91	135	135	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	795										129				
91	91	271/2	271/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	796														
91	91	136	136	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	797			articStaccatoAbove											
91	91	135	135	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	798														
91	91	136	136	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	799														
91	91	135	135	0.0	0	0	Dynamic	3/8	3	1	0						p												
91	91	271/2	271/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	800														
91	91	135	135	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	801										130				
91	91	271/2	271/2	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	802														
91	91	136	136	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	803														
92	92	273/2	273/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	804			articStaccatoAbove											
92	92	547/4	547/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	805			articStaccatoAbove											
92	92	137	137	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	806			articStaccatoAbove											
92	92	549/4	549/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	807			articStaccatoAbove											
92	92	275/2	275/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	808			articStaccatoAbove											
92	92	273/2	273/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	809														
92	92	137	137	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	810														
92	92	275/2	275/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	811														
92	92	273/2	273/2	0.0	0	0	Dynamic	3/8	3	1	0						f												
92	92	273/2	273/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	812														
92	92	273/2	273/2	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	813														
92	92	137	137	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	814														
92	92	275/2	275/2	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	815														
93	93	138	138	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	816										131				
93	93	277/2	277/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	817										131				
93	93	139	139	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	818														
93	93	138	138	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	819														
93	93	138	138	0.0	0	0	Dynamic	3/8	3	1	0						p												
93	93	138	138	0.0	0	0	Spanner	3/8	3	1	0																		1
93	93	277/2	277/2	1.0	1/8	1/8	Chord	3/8	3	1	1/4		1/4	1	820														1
93	93	138	138	0.5	0	0	Chord	3/8	3	2	1/8		1/8	1	821										132				1
93	93	277/2	277/2	0.5	1/8	1/8	Chord	3/8	3	2	1/8		1/8	1	822														1
93	93	139	139	0.5	1/4	1/4	Chord	3/8	3	2	1/8		1/8	1	823														1
94	94	279/2	279/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	824														
94	94	279/2	279/2	0.0	0	0	Dynamic	3/8	3	1	0						pp												
94	94	279/2	279/2	0.0	0	0	Spanner	3/8	3	1	0																		
94	94	279/2	279/2	1.5	0	0	Chord	3/8	3	1	3/8		1/4	3/2	825														
