mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
101	101	200	200	0.5	0	0	Chord	2/4	3	2	1/8	1/8	1	790														
102	102	202	202	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	791														
102	102	405/2	405/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	792			articAccentAbove											
102	102	203	203	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	793			articAccentBelow											
102	102	407/2	407/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	794			articAccentBelow											
102	102	202	202	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	795														
102	102	405/2	405/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16	1/16	1	796														
102	102	811/4	811/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16	1/16	1	797														
102	102	405/2	405/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	798														
102	102	203	203	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	799														
102	102	407/2	407/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	800														
103	103	204	204	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	801														
103	103	204	204	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	802														
