mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	diminuendo_line	crescendo_hairpin
26	26	103	103	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	523													
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	524										41			
27	27	105	105	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	525										41			
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	526													
27	27	106	106	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	527			articStaccatoBelow										
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	528			articStaccatoBelow										
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	529			articStaccatoBelow										
27	27	209/2	209/2	1.0	1/8	1/8	Chord	4/4	3	2	1/4		1/4	1	530													
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	531													
27	27	104	104	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	532													
27	27	105	105	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	533													
27	27	106	106	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	534													
27	27	107	107	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	535													
28	28	110	110	0.0	1/2	1/2	Dynamic	4/4	1	1	0						p											
28	28	110	110	0.0	1/2	1/2	Spanner	4/4	1	1	0																	2
28	28	110	110	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	536	Sta-												2
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	537										42			
28	28	109	109	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	538													
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	539			articStaccatoAbove										
28	28	110	110	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	540													
28	28	111	111	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	541													
28	28	217/2	217/2	1.0	1/8	1/8	Chord	4/4	3	2	1/4		1/4	1	542													
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	543													
28	28	108	108	0.0	0	0	Dynamic	4/4	4	1	0						pp											
28	28	108	108	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	544													
28	28	109	109	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	545													
28	28	110	110	0.0	1/2	1/2	Spanner	4/4	4	1	0																	3
28	28	110	110	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	546													3
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	547													3
28	28	111	111	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	548													3
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	549													3
29	29	112	112	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	550													2
29	29	113	113	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	551	-bat												2
29	29	114	114	0.0	1/2	1/2	Spanner	4/4	1	1	0																	
29	29	114	114	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	552	ma-												
29	29	112	112	0.0	0	0	Dynamic	4/4	2	1	0						p											
29	29	112	112	0.0	0	0	Spanner	4/4	2	1	0																	4
29	29	112	112	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	553	Sta-												4
29	29	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	554	-bat												4
29	29	112	112	3.0	0	0	Chord	4/4	3	1	3/4		1/2	3/2	555										43			
29	29	115	115	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	556										43			
29	29	114	114	2.0	1/2	1/2	Chord	4/4	3	2	1/2		1/2	1	557													
29	29	112	112	1.0	0	0	Chord	4/4	3	3	1/4		1/4	1	558													
29	29	113	113	1.0	1/4	1/4	Chord	4/4	3	3	1/4		1/4	1	559													
29	29	112	112	4.0	0	0	Chord	4/4	4	1	1		1	1	560													3
29	29	225/2	225/2	0.0	1/8	1/8	Spanner	4/4	4	1	0																	
29	29	112	112	0.5	0	0	Chord	4/4	4	2	1/8		1/8	1	561													
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8		1/8	1	562													
29	29	113	113	0.5	1/4	1/4	Chord	4/4	4	2	1/8		1/8	1	563													
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8		1/8	1	564													
29	29	114	114	0.5	1/2	1/2	Chord	4/4	4	2	1/8		1/8	1	565													
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8		1/8	1	566													
29	29	115	115	0.5	3/4	3/4	Chord	4/4	4	2	1/8		1/8	1	567													
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8		1/8	1	568													
30	30	116	116	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	569													
30	30	117	117	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	570	-ter												
30	30	118	118	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	571	do-												
30	30	116	116	0.0	0	0	Spanner	4/4	2	1	0																	
30	30	116	116	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	572	ma-												
30	30	119	119	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	573	-ter												
30	30	116	116	3.0	0	0	Chord	4/4	3	1	3/4		1/2	3/2	574										43			
30	30	119	119	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	575										43			
30	30	116	116	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	576													
30	30	117	117	1.0	1/4	1/4	Chord	4/4	3	2	1/4		1/4	1	577													
30	30	118	118	2.0	1/2	1/2	Chord	4/4	3	2	1/2		1/2	1	578													
30	30	116	116	3.0	0	0	Chord	4/4	4	1	3/4		1/2	3/2	579													
30	30	119	119	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	580													
30	30	116	116	0.5	0	0	Chord	4/4	4	2	1/8		1/8	1	581													
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8		1/8	1	582													
30	30	117	117	0.5	1/4	1/4	Chord	4/4	4	2	1/8		1/8	1	583													
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8		1/8	1	584													
30	30	118	118	0.5	1/2	1/2	Chord	4/4	4	2	1/8		1/8	1	585													
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8		1/8	1	586													
30	30	119	119	0.5	3/4	3/4	Chord	4/4	4	2	1/8		1/8	1	587													
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8		1/8	1	588													
31	31	120	120	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	589													
31	31	121	121	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	590	-lo-												
31	31	122	122	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	591	-ro-									44			
31	31	120	120	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	592	do-												
31	31	123	123	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	593	-lo-									45			
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	594													
31	31	120	120	3.0	0	0	Chord	4/4	3	1	3/4		1/2	3/2	595										43			
31	31	123	123	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	596										43			
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	597													
31	31	120	120	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	598													
31	31	121	121	1.0	1/4	1/4	Chord	4/4	3	2	1/4		1/4	1	599													
31	31	122	122	2.0	1/2	1/2	Chord	4/4	3	2	1/2		1/2	1	600													
31	31	120	120	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	601													
31	31	121	121	2.0	1/4	1/4	Chord	4/4	4	1	1/2		1/2	1	602													
31	31	123	123	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	603													
31	31	120	120	0.5	0	0	Chord	4/4	4	2	1/8		1/8	1	604													
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8		1/8	1	605													
31	31	121	121	0.5	1/4	1/4	Chord	4/4	4	2	1/8		1/8	1	606													
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8		1/8	1	607													
31	31	122	122	0.5	1/2	1/2	Chord	4/4	4	2	1/8		1/8	1	608													
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8		1/8	1	609													
31	31	123	123	0.5	3/4	3/4	Chord	4/4	4	2	1/8		1/8	1	610													
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8		1/8	1	611													
32	32	124	124	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	612													
32	32	126	126	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	613	-sa												
32	32	124	124	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	614	-ro-												
32	32	126	126	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	615	-sa												
32	32	124	124	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	616													
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	617													
32	32	125	125	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	618													
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	619													
32	32	126	126	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	620													
32	32	127	127	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	621													
32	32	124	124	0.0	0	0	Spanner	4/4	4	1	0															11		
32	32	124	124	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	622											11		
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	623											11		
32	32	125	125	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	624											11		
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	625											11		
32	32	126	126	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	626											11		
32	32	253/2	253/2	0.0	5/8	5/8	Spanner	4/4	4	1	0																	
32	32	253/2	253/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	627													
32	32	127	127	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	628													
32	32	255/2	255/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	629													
33	33	130	130	0.0	1/2	1/2	StaffText	4/4	1	1	0								dol.									
33	33	130	130	0.0	1/2	1/2	Dynamic	4/4	1	1	0						pp											
33	33	130	130	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	630	jux-												
33	33	131	131	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	631	-ta												
33	33	128	128	0.0	0	0	StaffText	4/4	2	1	0								dol.									
33	33	128	128	0.0	0	0	Dynamic	4/4	2	1	0						pp											
33	33	128	128	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	632	jux-												
33	33	129	129	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	633	-ta												
33	33	130	130	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	634	cru-												
33	33	131	131	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	635	-cem												
33	33	128	128	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	636										46			
33	33	129	129	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	637										46			
33	33	130	130	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	638										46			
33	33	131	131	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	639										46			
33	33	130	130	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	640													
33	33	131	131	1.0	3/4	3/4	Chord	4/4	3	2	1/4		1/4	1	641													
33	33	128	128	4.0	0	0	Chord	4/4	3	3	1		1	1	642										47			
33	33	128	128	0.0	0	0	Dynamic	4/4	4	1	0						p											
33	33	128	128	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	643													
33	33	130	130	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	644													
33	33	128	128	2.0	0	0	Chord	4/4	4	2	1/2		1/2	1	645													
33	33	130	130	2.0	1/2	1/2	Chord	4/4	4	2	1/2		1/2	1	646													
34	34	132	132	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	647	cru-												
34	34	133	133	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	648	-cem												
34	34	134	134	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	649	la-												
34	34	135	135	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	650	-cri-												
34	34	132	132	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	651	la-												
34	34	133	133	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	652	-cri-												
34	34	134	134	0.0	1/2	1/2	Spanner	4/4	2	1	0																	5
34	34	134	134	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	653	-mo-									48			5
34	34	135	135	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	654										48			5
34	34	132	132	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	655										46			
34	34	133	133	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	656										46			
34	34	134	134	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	657										46			
34	34	135	135	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	658										46			
34	34	132	132	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	659													
34	34	133	133	1.0	1/4	1/4	Chord	4/4	3	2	1/4		1/4	1	660													
34	34	134	134	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	661													
34	34	135	135	1.0	3/4	3/4	Chord	4/4	3	2	1/4		1/4	1	662													
34	34	132	132	4.0	0	0	Chord	4/4	3	3	1		1	1	663										47			
34	34	132	132	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	664													
34	34	134	134	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	665													
34	34	132	132	2.0	0	0	Chord	4/4	4	2	1/2		1/2	1	666													
34	34	134	134	2.0	1/2	1/2	Chord	4/4	4	2	1/2		1/2	1	667													
35	35	136	136	0.0	0	0	Spanner	4/4	1	1	0																	6
35	35	136	136	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	668	-mo-									49			6
35	35	138	138	0.0	1/2	1/2	Spanner	4/4	1	1	0														49			
35	35	138	138	0.0	1/2	1/2	Spanner	4/4	1	1	0														49	12		
35	35	138	138	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	669										49	12		
35	35	139	139	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	670										49	12		
35	35	136	136	0.0	0	0	Spanner	4/4	2	1	0														48			
35	35	136	136	0.0	0	0	Spanner	4/4	2	1	0														48	13		
35	35	136	136	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	671										48	13		
35	35	137	137	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	672										48	13		
35	35	138	138	0.0	1/2	1/2	Spanner	4/4	2	1	0														48			
35	35	138	138	0.0	1/2	1/2	Spanner	4/4	2	1	0														48			7
35	35	138	138	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	673										48			7
35	35	136	136	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	674										46			
35	35	137	137	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	675										46			
35	35	138	138	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	676										46			
35	35	139	139	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	677										46			
35	35	136	136	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	678													
35	35	138	138	2.0	1/2	1/2	Chord	4/4	3	2	1/2		1/2	1	679													
35	35	136	136	4.0	0	0	Chord	4/4	3	3	1		1	1	680										47			
35	35	136	136	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	681													
35	35	138	138	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	682													
35	35	136	136	2.0	0	0	Chord	4/4	4	2	1/2		1/2	1	683													
35	35	138	138	2.0	1/2	1/2	Chord	4/4	4	2	1/2		1/2	1	684													
36	36	140	140	0.0	0	0	Spanner	4/4	1	1	0														49			
36	36	140	140	0.0	0	0	Spanner	4/4	1	1	0														49			8
36	36	140	140	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	685										49			8
36	36	142	142	0.0	1/2	1/2	Spanner	4/4	1	1	0														49			
36	36	142	142	0.0	1/2	1/2	Spanner	4/4	1	1	0														49	14		
36	36	142	142	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	686										49	14		
36	36	143	143	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	687										49	14		
36	36	140	140	0.0	0	0	Spanner	4/4	2	1	0														48			
36	36	140	140	0.0	0	0	Spanner	4/4	2	1	0														48	15		
36	36	140	140	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	688										48	15		
36	36	141	141	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	689										48	15		
36	36	142	142	0.0	1/2	1/2	Spanner	4/4	2	1	0														48			
36	36	142	142	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	690										48			
36	36	140	140	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	691										46			
36	36	141	141	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	692										46			
36	36	142	142	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	693										46			
36	36	143	143	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	694										46			
36	36	140	140	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	695													
36	36	142	142	2.0	1/2	1/2	Chord	4/4	3	2	1/2		1/2	1	696													
36	36	140	140	4.0	0	0	Chord	4/4	3	3	1		1	1	697										47			
36	36	140	140	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	698													
36	36	142	142	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	699													
36	36	140	140	2.0	0	0	Chord	4/4	4	2	1/2		1/2	1	700													
36	36	142	142	2.0	1/2	1/2	Chord	4/4	4	2	1/2		1/2	1	701													
37	37	144	144	0.0	0	0	Spanner	4/4	1	1	0														49			
37	37	144	144	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	702										49			
37	37	145	145	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	703										49			
37	37	581/4	581/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	704										49			
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	705													
37	37	146	146	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	706	-sa,												
37	37	144	144	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	707										48			
37	37	145	145	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	708										48			
37	37	581/4	581/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	709										48			
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	710													
37	37	146	146	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	711	-sa,												
37	37	144	144	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	712													
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	713													
37	37	145	145	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	714													
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	715													
37	37	146	146	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	716													
37	37	293/2	293/2	0.0	5/8	5/8	Dynamic	4/4	3	1	0						p											
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	717			articStaccatoAbove										
37	37	147	147	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	718			articStaccatoAbove										
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	719			articStaccatoAbove										
37	37	144	144	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	720													
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	721													
37	37	145	145	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	722													
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	723													
37	37	146	146	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	724													
37	37	146	146	1.0	1/2	1/2	Chord	4/4	4	2	1/4		1/4	1	725													
38	38	297/2	297/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0						p											
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	726	dum									50			
38	38	149	149	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	727													
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	728	pen-												
38	38	150	150	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	729	-de-		ornamentTrill										
38	38	151	151	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	730	-bat,		ornamentTrill										
38	38	297/2	297/2	0.0	1/8	1/8	Dynamic	4/4	2	1	0						p											
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	731	dum									51			
38	38	149	149	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	732													
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	733	pen-												
38	38	150	150	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	734	-de-		ornamentTrill										
38	38	151	151	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	735	-bat,		ornamentTrill										
38	38	148	148	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	736			articStaccatoBelow										
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	737										52			
38	38	149	149	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	738													
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	739			articStaccatoBelow										
38	38	150	150	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	740			articStaccatoAbove										
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	741			articStaccatoAbove										
38	38	151	151	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	742			articStaccatoAbove										
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	743			articStaccatoAbove										
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	744													
38	38	149	149	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	745													
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	746													
38	38	150	150	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	747													
38	38	150	150	1.0	1/2	1/2	Chord	4/4	4	2	1/4		1/4	1	748													
39	39	305/2	305/2	0.0	1/8	1/8	Spanner	4/4	1	1	0																	9
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	749	dum												9
39	39	153	153	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	750													9
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	751	pen-												9
39	39	154	154	0.0	1/2	1/2	Spanner	4/4	1	1	0																	
39	39	154	154	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	752	-de-									53			
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	753										53			
39	39	155	155	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	754													
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	755	-bat												
39	39	305/2	305/2	0.0	1/8	1/8	Spanner	4/4	2	1	0																	10
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	756	dum												10
39	39	153	153	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	757													10
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	758	pen-												10
39	39	154	154	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	759	-de-									54			10
39	39	309/2	309/2	0.0	5/8	5/8	Spanner	4/4	2	1	0														54			
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	760										54			
39	39	155	155	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	761													
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	762	-bat												
39	39	152	152	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	763													
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	764										55			
39	39	153	153	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	765													
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	766													
39	39	154	154	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	767													
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	768										56			
39	39	155	155	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	769										56			
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	770													
39	39	305/2	305/2	0.0	1/8	1/8	Spanner	4/4	4	1	0																	11
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	771													11
39	39	153	153	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	772													11
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	773													11
39	39	154	154	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	774													11
39	39	309/2	309/2	0.0	5/8	5/8	Dynamic	4/4	4	1	0						f											
39	39	309/2	309/2	0.0	5/8	5/8	Spanner	4/4	4	1	0																	
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	775										57			
39	39	155	155	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	776										57			
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	777													
40	40	156	156	0.0	0	0	Spanner	4/4	1	1	0															16		
40	40	156	156	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	778	fi-									58	16		
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	779										58	16		
40	40	157	157	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	780											16		
