mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
37	37	585/4	585/4	0.0	9/16	9/16	Dynamic	4/4	3	1	0						p												
37	37	585/4	585/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	814										115				
37	37	293/2	293/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	815										115				
37	37	587/4	587/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	816										115				
37	37	147	147	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	817										115				
37	37	589/4	589/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	818										115				
37	37	295/2	295/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	819										115				
37	37	591/4	591/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	820														
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	821										116				
37	37	145	145	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	822										116				
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	823														
37	37	146	146	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	824														
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	825										117				
37	37	145	145	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	826										117				
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	827														
37	37	146	146	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	828														
38	38	148	148	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	829	poe-													
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	830	-nas													
38	38	150	150	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	831	me-									118				
38	38	601/4	601/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	832										118				
38	38	301/2	301/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	833										118				
38	38	603/4	603/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	834										118				
38	38	151	151	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	835										118				
38	38	605/4	605/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	836														
38	38	303/2	303/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	837	-cum									119				
38	38	607/4	607/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	838														
38	38	148	148	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	839														
38	38	149	149	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	840														
38	38	150	150	0.0	1/2	1/2	Spanner	4/4	3	1	0																		3
38	38	150	150	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	841														3
38	38	601/4	601/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	842														3
38	38	301/2	301/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	843														3
38	38	603/4	603/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	844														3
38	38	151	151	0.0	3/4	3/4	Spanner	4/4	3	1	0																		
38	38	151	151	0.0	3/4	3/4	Spanner	4/4	3	1	0															5			
38	38	151	151	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	845											5			
38	38	605/4	605/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	846											5			
38	38	303/2	303/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	847											5			
38	38	607/4	607/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	848											5			
38	38	148	148	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	849											5			
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	850										120	5			
38	38	149	149	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	851										120	5			
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	852											5			
38	38	150	150	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	853											5			
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	854											5			
38	38	151	151	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	855											5			
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	856											5			
38	38	297/2	297/2	1.5	1/8	1/8	Chord	4/4	4	1	3/8		1/4	3/2	857														
38	38	150	150	1.5	1/2	1/2	Chord	4/4	4	1	3/8		1/4	3/2	858														
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	859														
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8		1/8	1	860														
38	38	149	149	0.5	1/4	1/4	Chord	4/4	4	2	1/8		1/8	1	861										121				
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8		1/8	1	862										121				
38	38	150	150	0.5	1/2	1/2	Chord	4/4	4	2	1/8		1/8	1	863										121				
38	38	301/2	301/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8		1/8	1	864										121				
38	38	151	151	0.5	3/4	3/4	Chord	4/4	4	2	1/8		1/8	1	865														
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8		1/8	1	866														
39	39	152	152	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	867	di-		ornamentTrill							122				
39	39	611/4	611/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	868										122				
39	39	153	153	0.0	1/4	1/4	StaffText	4/4	2	1	0								"<font face=""ScoreText""/>"										
39	39	153	153	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	869			ornamentTrill											
39	39	615/4	615/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	870	-vi-													
39	39	154	154	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	871	-de.													
39	39	152	152	0.0	0	0	Spanner	4/4	3	1	0																		
39	39	152	152	0.75	0	0	Chord	4/4	3	1	3/16		1/8	3/2	872										123				
39	39	611/4	611/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	873														
39	39	153	153	0.0	1/4	1/4	StaffText	4/4	3	1	0								"<font face=""ScoreText""/>"										
39	39	153	153	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	874			ornamentTrill											
39	39	154	154	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	875			articTenutoAbove											
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	876														
39	39	153	153	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	877														
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	878														
39	39	154	154	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	879														
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	880														
39	39	155	155	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	881														
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	882														
39	39	152	152	0.0	0	0	Dynamic	4/4	4	1	0						p												
39	39	305/2	305/2	1.0	1/8	1/8	Chord	4/4	4	1	1/4		1/4	1	883										124				
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	884														
39	39	154	154	0.0	1/2	1/2	Dynamic	4/4	4	1	0						f												
39	39	154	154	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	885														
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	886														
39	39	155	155	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	887														
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	888														
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8		1/8	1	889														
39	39	153	153	0.5	1/4	1/4	Chord	4/4	4	2	1/8		1/8	1	890														
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8		1/8	1	891														
40	40	156	156	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	892			articTenutoAbove											
40	40	158	158	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	893										125				
40	40	633/4	633/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	894										125				
40	40	317/2	317/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	895										125				
40	40	635/4	635/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	896										125				
40	40	159	159	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	897										125				
40	40	637/4	637/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	898										125				
40	40	319/2	319/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	899										125				
40	40	639/4	639/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	900														
40	40	156	156	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	901														
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	902														
40	40	157	157	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	903														
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	904														
40	40	156	156	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	905														
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	906														
40	40	157	157	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	907														
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	908														
40	40	158	158	1.5	1/2	1/2	Chord	4/4	4	1	3/8		1/4	3/2	909														
40	40	319/2	319/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	910														
40	40	639/4	639/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	911														
40	40	158	158	0.5	1/2	1/2	Chord	4/4	4	2	1/8		1/8	1	912														
40	40	317/2	317/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8		1/8	1	913														
40	40	159	159	0.5	3/4	3/4	Chord	4/4	4	2	1/8		1/8	1	914														
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8		1/8	1	915														
41	41	160	160	0.75	0	0	Chord	4/4	3	1	3/16		1/8	3/2	916			ornamentTrill							126				
41	41	643/4	643/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	917														
41	41	161	161	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	918			ornamentTrill											
41	41	162	162	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	919														
41	41	325/2	325/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	920														
41	41	163	163	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	921														
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	922														
41	41	161	161	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	923														
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	924														
41	41	321/2	321/2	1.0	1/8	1/8	Chord	4/4	4	1	1/4		1/4	1	925										127				
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	926														
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8		1/8	1	927										128				
41	41	161	161	0.5	1/4	1/4	Chord	4/4	4	2	1/8		1/8	1	928										128				
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8		1/8	1	929														
41	41	162	162	1.0	1/2	1/2	Chord	4/4	4	2	1/4		1/4	1	930														
42	42	164	164	0.0	0	0	Dynamic	4/4	1	1	0						p												
42	42	164	164	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	931	Fac													
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	932	me													
42	42	166	166	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	933														
42	42	166	166	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	934	ve-													
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	935	-re													
42	42	164	164	0.0	0	0	Dynamic	4/4	2	1	0						p												
42	42	164	164	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	936	Fac													
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	937	me													
42	42	166	166	0.0	1/2	1/2	Chord	4/4	2	1	0	appoggiatura	1/8	1	938														
42	42	166	166	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	939	ve-													
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	940	-re													
42	42	164	164	1.5	0	0	Chord	4/4	3	1	3/8		1/4	3/2	941										129				
42	42	331/2	331/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	942										129				
42	42	166	166	0.0	1/2	1/2	Chord	4/4	3	1	0	appoggiatura	1/8	1	943										129				
42	42	166	166	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	944										129				
42	42	335/2	335/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	945										129				
42	42	164	164	0.0	0	0	Dynamic	4/4	4	1	0						p												
42	42	165	165	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	946										130				
42	42	166	166	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	947										130				
42	42	333/2	333/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	948										130				
42	42	167	167	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	949										130				
43	43	168	168	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	950														
43	43	168	168	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	951	te-													
43	43	339/2	339/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	952	-cum													
43	43	170	170	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	953	fle-													
43	43	341/2	341/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	954	-re,									131				
43	43	683/4	683/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	955														
43	43	171	171	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	956	pi-													
43	43	343/2	343/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	957	-e									132				
43	43	687/4	687/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	958														
43	43	168	168	0.0	0	0	Chord	4/4	2	1	0	appoggiatura	1/8	1	959														
43	43	168	168	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	960	te-													
43	43	339/2	339/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	961	-cum													
43	43	170	170	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	962	fle-													
43	43	341/2	341/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	963	-re,									133				
43	43	683/4	683/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	964														
43	43	171	171	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	965	pi-													
43	43	343/2	343/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	966	-e									134				
43	43	687/4	687/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	967														
43	43	168	168	0.0	0	0	Chord	4/4	3	1	0	appoggiatura	1/8	1	968										129				
43	43	168	168	1.5	0	0	Chord	4/4	3	1	3/8		1/4	3/2	969										129				
43	43	339/2	339/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	970														
43	43	170	170	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	971										135				
43	43	341/2	341/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	972										135				
43	43	683/4	683/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	973														
43	43	171	171	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	974										136				
43	43	343/2	343/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	975										136				
43	43	687/4	687/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	976														
43	43	168	168	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	977										130				
43	43	337/2	337/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	978										130				
43	43	169	169	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	979										130				
43	43	170	170	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	980														
43	43	341/2	341/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	981														
43	43	171	171	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	982														
43	43	343/2	343/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	983														
44	44	172	172	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	984	fle-									137				
44	44	689/4	689/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	985														
44	44	345/2	345/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	986	-re													
44	44	174	174	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	987	cru-													
44	44	351/2	351/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	988	-ci-													
44	44	172	172	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	989	fle-									138				
44	44	689/4	689/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	990														
44	44	345/2	345/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	991	-re													
44	44	174	174	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	992	cru-													
44	44	351/2	351/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	993	-ci-													
44	44	172	172	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	994										139				
44	44	689/4	689/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	995										139				
44	44	345/2	345/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	996														
44	44	174	174	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	997										140				
44	44	351/2	351/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	998										140				
44	44	172	172	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	999														
44	44	175	175	1.0	3/4	3/4	Chord	4/4	3	2	1/4		1/4	1	1000										141				
44	44	172	172	0.0	0	0	Spanner	4/4	4	1	0																		4
44	44	172	172	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1001														4
44	44	345/2	345/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1002														4
44	44	173	173	0.0	1/4	1/4	Spanner	4/4	4	1	0																		
44	44	173	173	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1003														
44	44	347/2	347/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1004														
44	44	174	174	0.0	1/2	1/2	Dynamic	4/4	4	1	0						p												
44	44	174	174	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1005														
45	45	176	176	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	1006														
45	45	176	176	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1007	-fi-													
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1008	-xo													
45	45	178	178	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	1009														
45	45	178	178	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	1010	con-													
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1011	-do-													
45	45	176	176	0.0	0	0	Chord	4/4	2	1	0	appoggiatura	1/8	1	1012														
45	45	176	176	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	1013	-fi-													
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1014	-xo													
45	45	178	178	0.0	1/2	1/2	Chord	4/4	2	1	0	appoggiatura	1/8	1	1015														
45	45	178	178	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	1016	con-													
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1017	-do-													
45	45	176	176	0.0	0	0	Chord	4/4	3	1	0	appoggiatura	1/8	1	1018										140				
45	45	176	176	1.5	0	0	Chord	4/4	3	1	3/8		1/4	3/2	1019										140				
45	45	355/2	355/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1020										140				
45	45	178	178	0.0	1/2	1/2	Chord	4/4	3	1	0	appoggiatura	1/8	1	1021										140				
45	45	178	178	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	1022										140				
45	45	359/2	359/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1023										140				
45	45	176	176	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	1024										141				
45	45	353/2	353/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1025										141				
45	45	177	177	1.0	1/4	1/4	Chord	4/4	3	2	1/4		1/4	1	1026										141				
45	45	178	178	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	1027										141				
45	45	357/2	357/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	1028										141				
45	45	179	179	1.0	3/4	3/4	Chord	4/4	3	2	1/4		1/4	1	1029										141				
46	46	180	180	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	1030														
46	46	180	180	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1031	-le-													
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1032	-re,													
46	46	182	182	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1033	con-									142				
46	46	365/2	365/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1034										142				
46	46	731/4	731/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1035														
46	46	183	183	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1036	-do-									143				
46	46	367/2	367/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1037										143				
46	46	735/4	735/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1038														
46	46	180	180	0.0	0	0	Chord	4/4	2	1	0	appoggiatura	1/8	1	1039														
46	46	180	180	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	1040	-le-													
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1041	-re,													
46	46	182	182	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1042	con-									144				
46	46	365/2	365/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1043										144				
46	46	731/4	731/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1044														
46	46	183	183	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1045	-do-									145				
46	46	367/2	367/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1046										145				
46	46	735/4	735/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1047														
46	46	180	180	0.0	0	0	Chord	4/4	3	1	0	appoggiatura	1/8	1	1048										140				
46	46	180	180	1.5	0	0	Chord	4/4	3	1	3/8		1/4	3/2	1049										140				
46	46	363/2	363/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1050														
46	46	182	182	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1051										146				
46	46	365/2	365/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1052										146				
46	46	731/4	731/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1053														
46	46	183	183	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1054										147				
46	46	367/2	367/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1055										147				
46	46	735/4	735/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1056														
46	46	180	180	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	1057										141				
46	46	361/2	361/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1058										141				
46	46	181	181	1.0	1/4	1/4	Chord	4/4	3	2	1/4		1/4	1	1059										141				
46	46	182	182	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	1060														
46	46	365/2	365/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	1061														
46	46	183	183	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	1062														
46	46	367/2	367/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	1063														
47	47	184	184	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1064	-le-									148				
47	47	737/4	737/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1065														
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1066	-re													
47	47	184	184	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1067	-le-									149				
47	47	737/4	737/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1068														
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1069	-re													
47	47	186	186	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1070	do-													
47	47	187	187	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1071	-nec													
47	47	184	184	0.0	0	0	Spanner	4/4	3	1	0																		5
47	47	184	184	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	1072														5
47	47	737/4	737/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	1073														5
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1074														5
47	47	186	186	0.0	1/2	1/2	Spanner	4/4	3	1	0																		
47	47	186	186	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1075														
47	47	187	187	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	1076														
47	47	184	184	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	1077														
47	47	369/2	369/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1078														
47	47	185	185	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1079														
47	47	371/2	371/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1080														
47	47	186	186	2.0	1/2	1/2	Chord	4/4	3	2	1/2		1/2	1	1081														
