mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
69	69	547/2	547/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1582										210				
69	69	1095/4	1095/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1583														
69	69	274	274	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1584	-cla-									211				
69	69	1097/4	1097/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1585														
69	69	549/2	549/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1586	-ra													
69	69	272	272	0.0	0	0	Dynamic	4/4	3	1	0						other-dynamics												
69	69	272	272	0.0	0	0	Spanner	4/4	3	1	0																		13
69	69	272	272	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	1587										212				13
69	69	1089/4	1089/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	1588										212				13
69	69	545/2	545/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	1589										212				13
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1590										212				13
69	69	273	273	0.0	1/4	1/4	Spanner	4/4	3	1	0														212				
69	69	273	273	0.0	1/4	1/4	Spanner	4/4	3	1	0														212	21			
69	69	273	273	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1591										212	21			
69	69	547/2	547/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1592										212	21			
69	69	1095/4	1095/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1593											21			
69	69	274	274	0.0	1/2	1/2	Spanner	4/4	3	1	0																		
69	69	274	274	0.0	1/2	1/2	Spanner	4/4	3	1	0																		14
69	69	274	274	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1594										213				14
69	69	1097/4	1097/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1595										213				14
69	69	549/2	549/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1596										213				14
69	69	1099/4	1099/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1597										213				14
69	69	275	275	0.0	3/4	3/4	Spanner	4/4	3	1	0														213				
69	69	275	275	0.0	3/4	3/4	Spanner	4/4	3	1	0														213	22			
69	69	275	275	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1598										213	22			
69	69	551/2	551/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1599										213	22			
69	69	1103/4	1103/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1600											22			
69	69	545/2	545/2	1.0	1/8	1/8	Chord	4/4	3	2	1/4		1/4	1	1601											22			
69	69	547/2	547/2	0.25	3/8	3/8	Chord	4/4	3	2	1/16		1/16	1	1602											22			
69	69	1095/4	1095/4	0.25	7/16	7/16	Chord	4/4	3	2	1/16		1/16	1	1603											22			
69	69	274	274	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	1604											22			
69	69	549/2	549/2	1.0	5/8	5/8	Chord	4/4	3	2	1/4		1/4	1	1605											22			
69	69	551/2	551/2	0.25	7/8	7/8	Chord	4/4	3	2	1/16		1/16	1	1606											22			
69	69	1103/4	1103/4	0.25	15/16	15/16	Chord	4/4	3	2	1/16		1/16	1	1607											22			
69	69	272	272	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1608														
69	69	545/2	545/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1609														
69	69	273	273	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1610														
69	69	547/2	547/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1611														
69	69	274	274	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1612														
69	69	549/2	549/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1613														
69	69	275	275	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1614														
69	69	551/2	551/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1615														
70	70	276	276	0.0	0	0	Dynamic	4/4	2	1	0						mp												
70	70	276	276	0.0	0	0	StaffText	4/4	2	1	0								espr.										
70	70	276	276	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1616	Mi-													
70	70	278	278	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1617	-hi													
70	70	276	276	0.0	0	0	Spanner	4/4	3	1	0																		
70	70	276	276	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1618														
70	70	278	278	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	1619														
70	70	276	276	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	1620														
70	70	553/2	553/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1621														
70	70	277	277	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1622														
70	70	555/2	555/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1623														
70	70	278	278	0.5	1/2	1/2	Chord	4/4	3	2	1/8		1/8	1	1624														
70	70	557/2	557/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8		1/8	1	1625														
70	70	279	279	0.5	3/4	3/4	Chord	4/4	3	2	1/8		1/8	1	1626														
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8		1/8	1	1627														
70	70	276	276	0.0	0	0	Dynamic	4/4	4	1	0						p												
70	70	276	276	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1628														
70	70	553/2	553/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1629														
70	70	277	277	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1630														
70	70	555/2	555/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1631														
70	70	278	278	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1632														
70	70	557/2	557/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1633														
70	70	279	279	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1634														
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1635														
71	71	280	280	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	1636	tam													
71	71	563/2	563/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1637	non													
71	71	282	282	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1638	sis									214				
71	71	1129/4	1129/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1639										214				
71	71	565/2	565/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1640										214				
71	71	1131/4	1131/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1641										214				
71	71	283	283	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1642														
71	71	567/2	567/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1643	a-									215				
71	71	1135/4	1135/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1644														
71	71	280	280	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1645														
71	71	282	282	0.0	1/2	1/2	Dynamic	4/4	3	1	0						p												
71	71	282	282	0.0	1/2	1/2	Spanner	4/4	3	1	0																		15
71	71	282	282	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1646										216				15
71	71	1129/4	1129/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1647										216				15
71	71	565/2	565/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1648										216				15
71	71	1131/4	1131/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1649										216				15
71	71	283	283	0.0	3/4	3/4	Spanner	4/4	3	1	0														216				
71	71	283	283	0.0	3/4	3/4	Spanner	4/4	3	1	0														216	23			
71	71	283	283	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1650										216	23			
71	71	567/2	567/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1651										216	23			
71	71	1135/4	1135/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1652										216	23			
71	71	280	280	0.5	0	0	Chord	4/4	3	2	1/8		1/8	1	1653											23			
71	71	561/2	561/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1654											23			
71	71	281	281	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1655											23			
71	71	563/2	563/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1656											23			
71	71	565/2	565/2	1.0	5/8	5/8	Chord	4/4	3	2	1/4		1/4	1	1657											23			
71	71	567/2	567/2	0.25	7/8	7/8	Chord	4/4	3	2	1/16		1/16	1	1658											23			
71	71	1135/4	1135/4	0.25	15/16	15/16	Chord	4/4	3	2	1/16		1/16	1	1659											23			
71	71	280	280	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1660														
71	71	561/2	561/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1661														
71	71	281	281	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1662														
71	71	563/2	563/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1663														
71	71	282	282	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1664														
71	71	565/2	565/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1665														
71	71	283	283	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1666														
71	71	567/2	567/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1667														
72	72	286	286	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	1668	fac													
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1669	me													
72	72	284	284	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1670	-ma-									217				
72	72	1137/4	1137/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1671														
72	72	569/2	569/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1672	-ra													
72	72	286	286	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	1673	fac,													
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1674	me													
72	72	284	284	0.0	0	0	Spanner	4/4	3	1	0														216				
72	72	284	284	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	1675										216				
72	72	1137/4	1137/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	1676														
72	72	569/2	569/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4		1/4	1	1677														
72	72	571/2	571/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1678														
72	72	573/2	573/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1679														
72	72	575/2	575/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1680														
72	72	569/2	569/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1681										218				
72	72	285	285	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1682										218				
72	72	571/2	571/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1683														
72	72	284	284	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1684														
72	72	569/2	569/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1685														
72	72	285	285	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1686														
72	72	571/2	571/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1687														
72	72	286	286	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1688														
72	72	573/2	573/2	0.0	5/8	5/8	Dynamic	4/4	4	1	0						p												
72	72	287	287	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1689														
73	73	288	288	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1690	te-									219				
73	73	289	289	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1691														
73	73	579/2	579/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1692	-cum													
73	73	290	290	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1693	plan-									220				
73	73	581/2	581/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	1694														
73	73	583/2	583/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1695	-ge-													
73	73	288	288	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1696	te-									221				
73	73	289	289	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1697														
73	73	579/2	579/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1698	-cum													
73	73	290	290	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1699	plan-									222				
73	73	581/2	581/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	1700														
73	73	583/2	583/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1701	-ge-													
73	73	577/2	577/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1702														
73	73	579/2	579/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1703														
73	73	581/2	581/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1704														
73	73	583/2	583/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1705														
73	73	288	288	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1706														
73	73	289	289	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1707														
73	73	290	290	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1708														
73	73	291	291	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1709														
74	74	292	292	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1710	-re.													
74	74	294	294	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	1711	Mi-													
74	74	591/2	591/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1712	-hi													
74	74	292	292	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1713	-re.													
74	74	294	294	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	1714	Mi-													
74	74	591/2	591/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1715	-hi													
74	74	292	292	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1716														
74	74	294	294	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	1717														
74	74	591/2	591/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1718														
74	74	292	292	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	1719														
74	74	294	294	0.0	1/2	1/2	Dynamic	4/4	4	1	0						p												
74	74	295	295	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	1720										223				
75	75	296	296	0.0	0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	1721														
75	75	296	296	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1722	tam													
75	75	595/2	595/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1723	non													
75	75	298	298	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura	1/8	1	1724														
75	75	298	298	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	1725	sis													
75	75	599/2	599/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1726	a-													
75	75	296	296	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	1727	tam													
75	75	595/2	595/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1728	non													
75	75	298	298	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	1729	sis													
75	75	599/2	599/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1730	a-													
75	75	296	296	1.5	0	0	Chord	4/4	3	1	3/8		1/4	3/2	1731														
75	75	595/2	595/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1732														
75	75	298	298	0.0	1/2	1/2	Spanner	4/4	3	1	0																		16
75	75	298	298	1.5	1/2	1/2	Chord	4/4	3	1	3/8		1/4	3/2	1733														16
75	75	599/2	599/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1734														16
75	75	296	296	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1735										223				
75	75	593/2	593/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1736										223				
75	75	297	297	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	1737										223				
75	75	298	298	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1738										223				
75	75	597/2	597/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1739										223				
75	75	299	299	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	1740										223				
76	76	300	300	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1741	-ma-									224				
76	76	1201/4	1201/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1742														
76	76	601/2	601/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1743	-ra													
76	76	302	302	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1744	fac													
76	76	300	300	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1745	-ma-									225				
76	76	1201/4	1201/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1746														
76	76	601/2	601/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1747	-ra													
76	76	302	302	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1748	fac													
76	76	300	300	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	1749														16
76	76	1201/4	1201/4	0.0	1/16	1/16	Spanner	4/4	3	1	0																		
76	76	1201/4	1201/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	1750														
76	76	601/2	601/2	0.0	1/8	1/8	Spanner	4/4	3	1	0															24			
76	76	601/2	601/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1751											24			
76	76	301	301	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	1752										226	24			
76	76	302	302	0.0	1/2	1/2	Spanner	4/4	3	1	0																		
76	76	302	302	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1753														
76	76	1209/4	1209/4	0.0	9/16	9/16	Dynamic	4/4	3	1	0						p												
76	76	1209/4	1209/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1754										227				
76	76	605/2	605/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1755										227				
76	76	1211/4	1211/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1756										227				
76	76	303	303	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1757										227				
76	76	1213/4	1213/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1758										227				
76	76	607/2	607/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1759										227				
76	76	1215/4	1215/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1760														
76	76	301	301	1.0	1/4	1/4	Chord	4/4	3	2	1/4		1/4	1	1761														
76	76	301	301	0.5	1/4	1/4	Chord	4/4	3	3	1/8		1/8	1	1762														
76	76	603/2	603/2	0.5	3/8	3/8	Chord	4/4	3	3	1/8		1/8	1	1763														
76	76	300	300	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1764														
76	76	601/2	601/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1765														
76	76	301	301	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1766														
76	76	603/2	603/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1767														
76	76	302	302	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1768														
77	77	304	304	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1769	fac													
77	77	611/2	611/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1770	me													
77	77	306	306	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1771	te-									228				
77	77	1225/4	1225/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1772														
77	77	613/2	613/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1773	-cum													
77	77	304	304	0.0	0	0	Chord	4/4	3	1	0	appoggiatura	1/8	1	1774														
77	77	304	304	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1775										229				
77	77	306	306	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1776														
77	77	1225/4	1225/4	0.0	9/16	9/16	Dynamic	4/4	3	1	0						p												
77	77	1225/4	1225/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1777										230				
77	77	613/2	613/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1778										230				
77	77	1227/4	1227/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1779										230				
77	77	307	307	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1780										230				
77	77	1229/4	1229/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1781										230				
77	77	615/2	615/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1782										230				
77	77	1231/4	1231/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1783														
77	77	609/2	609/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8		1/8	1	1784										231				
77	77	305	305	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	1785										231				
77	77	611/2	611/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	1786														
77	77	306	306	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	1787														
77	77	609/2	609/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1788														
77	77	305	305	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1789														
77	77	611/2	611/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1790														
77	77	306	306	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1791														
78	78	308	308	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1792	fac													
78	78	619/2	619/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1793	me													
78	78	310	310	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1794	te-													
78	78	311	311	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1795	-cum									232				
78	78	1245/4	1245/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1796										232				
78	78	623/2	623/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1797										232				
78	78	1247/4	1247/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1798														
78	78	308	308	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	1799	fac													
78	78	619/2	619/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1800	me													
78	78	310	310	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1801	te-													
78	78	311	311	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1802	-cum													
78	78	308	308	0.0	0	0	Spanner	4/4	3	1	0																		17
78	78	308	308	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1803										233				17
78	78	309	309	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	1804														17
78	78	310	310	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1805										234				17
78	78	1241/4	1241/4	0.0	9/16	9/16	Spanner	4/4	3	1	0														234				
78	78	1241/4	1241/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1806										234				
78	78	621/2	621/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1807										234				
78	78	1243/4	1243/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1808										234				
78	78	311	311	0.0	3/4	3/4	Spanner	4/4	3	1	0														234	25			
78	78	311	311	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1809										234	25			
78	78	1245/4	1245/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1810										234	25			
78	78	623/2	623/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1811										234	25			
78	78	1247/4	1247/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1812											25			
78	78	308	308	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	1813											25			
78	78	310	310	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	1814											25			
78	78	311	311	1.0	3/4	3/4	Chord	4/4	3	2	1/4		1/4	1	1815											25			
78	78	617/2	617/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1816														
78	78	309	309	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1817														
78	78	619/2	619/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1818														
78	78	310	310	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1819														
78	78	621/2	621/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1820														
78	78	311	311	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1821														
78	78	623/2	623/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1822														
79	79	312	312	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1823	plan-									235				
79	79	313	313	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	1824														
79	79	1255/4	1255/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1825	-ge-													
79	79	314	314	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1826	-re,													
79	79	312	312	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1827	plan-									236				
79	79	313	313	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	1828														
79	79	1255/4	1255/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1829	-ge-													
79	79	314	314	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1830	-re,													
79	79	312	312	0.75	0	0	Chord	4/4	3	1	3/16		1/8	3/2	1831										237	25			
79	79	1251/4	1251/4	0.0	3/16	3/16	Spanner	4/4	3	1	0																		
79	79	1251/4	1251/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1832														
79	79	313	313	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	1833			ornamentTrill											
79	79	314	314	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1834														
79	79	1257/4	1257/4	0.0	9/16	9/16	Dynamic	4/4	3	1	0						p												
79	79	1257/4	1257/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1835										238				
